"ID","Category","Name","Status","Assigned To","Description","Goal","Comments","User Story","Depends On","Blockers"
"SAF-033","SAF","Protect update_hashes.py from agent execution","Done","Developer Agent","Block terminal execution of update_hashes.py by adding it to the denied patterns in security_gate.py terminal sanitizer. The script should not be executable by agents â€” only administrators should run it manually. Add a check: if any token in the terminal command contains 'update_hashes' (case-insensitive), deny the command. This is already partially in place from SAF-026 but verify and strengthen. Apply in both Default-Project/ and templates/coding/. Run update_hashes.py after changes.","python update_hashes.py and any variant returns deny from the terminal sanitizer. The script file itself remains readable for hash verification purposes.","V3.0.0 security hardening. Addresses R6 from SECURITY_ADVANCED_ATTACK_ANALYSIS-V3.0.0. Tester PASS: 24/24 tests.","US-013","",""
"FIX-046","Fix","Remove Default-Project and update references","Done","Developer Agent","Delete the entire Default-Project/ directory from the repository. It is 100% redundant with templates/coding/ (verified byte-identical). Update ALL test files that reference 'Default-Project' paths to use 'templates/coding' instead. Update docs/architecture.md, docs/project-scope.md, docs/bugs/bugs.csv references. Update any comments in security_gate.py that mention Default-Project. The security comment on line 66 of security_gate.py in templates/coding/ referencing 'Default-Project/.vscode/settings.json' should be updated to reference the templates/coding path.","Default-Project/ directory no longer exists. All tests pass pointing to templates/coding/. No broken references remain in docs or code.","V3.0.0 cleanup. Default-Project was the original development copy; templates/coding/ is the shipped version. Keeping both caused sync bugs (BUG-030).","Enabler","",""
"DOC-006","DOC","Document V3.0.0 security decisions in audit report","Done","Developer Agent","Add a new section to docs/Security Audits/SECURITY_ADVANCED_ATTACK_ANALYSIS-V3.0.0-18-03.26.md titled '10. V3.0.0 Implementation Decisions'. Document: (1) R2 â€” Implemented as SAF-032, (2) R3 â€” Documented as recommended admin post-deployment step with icacls instructions, not automated, (3) R4 â€” Implemented as part of SAF-032, (4) R6 â€” Implemented as SAF-033. Then document why R1 R5 R7 R8 R9 R10 R11 were NOT implemented: R1 (container sandbox) â€” too restrictive, agents must create and run arbitrary Python projects; R5 (network blocking) â€” breaks legitimate Python workflows (pip, API testing); R7 â€” partially covered by existing SAF-026 python -c scanning; R8 â€” agents need git commands for workflow; R9 â€” nice-to-have, deferred; R10 â€” files.exclude already handles this; R11 â€” breaks developer workflow continuity. The overall philosophy: the workspace is designed for maximum agent freedom inside the project folder; we harden the boundaries, not restrict what happens inside.","Security audit document has a clear record of what was implemented, what was deferred, and why.","V3.0.0 documentation.","Enabler","",""
"FIX-047","Fix","Bump version to 3.0.0","Done","Developer Agent","Update the version string from 2.1.3 to 3.0.0 in all locations: (1) src/launcher/config.py VERSION constant, (2) pyproject.toml version field, (3) src/installer/windows/setup.iss MyAppVersion, (4) src/installer/macos/build_dmg.sh APP_VERSION, (5) src/installer/linux/build_appimage.sh APP_VERSION. Update docs/architecture.md with V3.0.0 security changes.","All version references consistently show 3.0.0.","V3.0.0 release — security hardening, Default-Project removal, audit documentation.","Enabler","",""
"INS-018","Installer","Bundle Python Embeddable Distribution","Done","Developer Agent","Download and include the Python 3.11 embeddable package (Windows amd64: ~15MB zip from python.org/ftp/python/3.11.x/python-3.11.x-embed-amd64.zip) as bundled data in the PyInstaller build. Extract it during installation to {app}\python-embed\. For macOS: bundle the standalone Python.org framework or use the python.org macOS installer's framework. For Linux: bundle the portable Python build. Update launcher.spec datas to include the embeddable package. Update Inno Setup script to extract python-embed to the install directory.","After installation, {app}\python-embed\python.exe (Windows) exists and can execute python -c ""print('hello')"" successfully.","","US-032","",""
"INS-019","Installer","Create ts-python shim and config system","Done","Developer Agent","Create a shim system: (1) Windows: ts-python.cmd batch file at %LOCALAPPDATA%\TurbulenceSolutions\bin\ that reads %LOCALAPPDATA%\TurbulenceSolutions\python-path.txt and forwards all arguments to the Python executable specified there. (2) macOS/Linux: ts-python shell script at ~/.local/share/TurbulenceSolutions/bin/. (3) During installation, write python-path.txt with the absolute path to the bundled python-embed/python.exe. (4) Add the shim directory to the user's PATH (Inno Setup [Registry] for Windows, shell profile append for macOS/Linux). (5) On uninstall, remove the shim, config, and PATH entry.","After installation, running ts-python -c ""print('hello')"" from any terminal works and uses the bundled Python. The command is on PATH.","","US-032","",""
"INS-020","Installer","Update require-approval.json template for ts-python","Done","Developer Agent","Update templates/coding/.github/hooks/require-approval.json to replace python .github/hooks/scripts/security_gate.py with ts-python .github/hooks/scripts/security_gate.py for both command and windows fields. If Default-Project still exists at implementation time, update it too. This means created workspaces will use the shim instead of bare python.","New workspaces created by the launcher use ts-python in their hook configuration. The security gate executes via the bundled Python runtime.","","US-032","",""
"GUI-018","GUI","Relocate Python runtime option","Done","Developer Agent","Add a ""Settings"" or gear icon button to the launcher GUI that opens a dialog with a ""Relocate Python Runtime"" option. When clicked, it either (a) auto-detects the current launcher installation path and updates python-path.txt, or (b) lets the user browse to the python-embed directory. After updating, show a confirmation message. This handles the case where a user manually moves the launcher installation. The config file location is fixed (%LOCALAPPDATA%\TurbulenceSolutions\python-path.txt on Windows, ~/.local/share/TurbulenceSolutions/python-path.txt on macOS/Linux).","User can update the Python runtime path after moving the launcher installation. All existing workspaces immediately work again after relocation.","","US-032","",""
"SAF-034","SAF","Verify ts-python before workspace creation","Done","Developer Agent","Add a pre-flight check in project_creator.py (or in app.py's _on_create_project handler) that verifies ts-python is accessible and functional before creating a workspace. Run ts-python -c ""import sys; print(sys.version)"" as a subprocess with a 5-second timeout. If it fails, show an error dialog: ""The bundled Python runtime is not accessible. Please reinstall the launcher or use Settings > Relocate Python Runtime."" Do not create the workspace if the check fails.","Users get a clear error message if the Python shim is misconfigured, instead of silently creating an unprotected workspace.","","US-032","",""
"INS-021","Installer","Update Inno Setup for shim installation and PATH","Done","Developer Agent","Update src/installer/windows/setup.iss to: (1) Extract python-embed\ to {app}\python-embed\. (2) Create %LOCALAPPDATA%\TurbulenceSolutions\bin\ts-python.cmd with the shim content. (3) Write %LOCALAPPDATA%\TurbulenceSolutions\python-path.txt containing {app}\python-embed\python.exe. (4) Add %LOCALAPPDATA%\TurbulenceSolutions\bin to the user's PATH via [Registry] HKCU Environment. (5) On uninstall, remove the shim directory and PATH entry. (6) On reinstall/update, rewrite python-path.txt with the (possibly new) install location.","Windows installer creates the complete shim system. After install, ts-python is on PATH and points to the bundled Python.","","US-032","",""
"FIX-048","Fix","Fix ts-python shim timeout and bump version to 3.0.1","Done","Developer Agent","(1) Fix verify_ts_python() to use cmd.exe /c for .cmd files on Windows and add stdin=DEVNULL. (2) Increase timeout from 5 to 30 seconds. (3) Uncomment Python embeddable download step in release.yml CI workflow. (4) Bump version from 3.0.0 to 3.0.1 in all 5 locations.","verify_ts_python() no longer times out on Windows ARM. All 5 version locations show 3.0.1. CI workflow downloads python-embed before building installer.","Hotfix for BUG-077 — v3.0.1 patch release. Urgent.","Enabler","",""
"FIX-049","Fix","Fix version test regression pattern — use dynamic version source of truth","Done","Developer Agent","Create tests/shared/version_utils.py that reads CURRENT_VERSION from src/launcher/config.py. Update all version bump test files (FIX-010, FIX-014, FIX-017, FIX-019, FIX-020, FIX-030, FIX-036, FIX-045, FIX-047, FIX-048, INS-005, INS-006, INS-007) to import CURRENT_VERSION from the shared utility instead of hardcoding it. Update docs/work-rules/testing-protocol.md with a version-testing section requiring use of the shared utility.","All version-related tests pass without modification after a version bump. No test file outside tests/shared/ contains a hardcoded current-version string.","Structural fix for endemic pattern: FIX-014/017/019/020/030/036/045 all fail after each version bump because they hardcode the expected version. FIX-048 breaking FIX-047 tests was the trigger.","Enabler","",""
"FIX-050","Fix","Fix ts-python.cmd parsing and verify_ts_python robustness","Done","Developer Agent","Fix two issues causing BUG-081: (1) Rewrite ts-python.cmd to use setlocal EnableDelayedExpansion and !VAR! syntax inside if ( ) blocks so that paths with spaces and special characters are expanded at execution-time not parse-time. Quote !PYTHON_PATH! in all echo statements. (2) Rewrite verify_ts_python() in shim_config.py to bypass the fragile cmd.exe/batch chain: read python-path.txt directly via read_python_path() and test the Python exe via subprocess.run([str(python_path), '-c', 'import sys; print(sys.version)']) with stdin=DEVNULL and timeout=30. Fall back to the shim-based check only if direct verification passes (to confirm python works) and then verify the shim file exists at the expected location. This avoids cmd.exe /c entirely.","ts-python.cmd handles paths with spaces and special characters (including Program Files (x86)). verify_ts_python() succeeds on all Windows configurations without cmd.exe parsing errors. BUG-081 resolved.","BUG-081. Hotfix for v3.0.2.","US-032","",""
"FIX-051","Fix","Fix SAF-034 tests broken by FIX-048/FIX-050","Done","Developer Agent","Update tests/SAF-034/ to mock read_python_path() and reflect new verify_ts_python() behavior from FIX-050. 19 tests currently fail.","All SAF-034 tests pass.","BUG-078. Also addresses BUG-083 (13 additional failures from FIX-050).","Enabler","",""
"FIX-052","Fix","Fix FIX-047 version tests to use dynamic version","Done","Developer Agent","Update tests/FIX-047/ to use tests/shared/version_utils.py CURRENT_VERSION instead of hardcoded 3.0.0. FIX-049 was supposed to do this but tests still hardcode 3.0.0.","FIX-047 tests pass without modification after any future version bump.","BUG-079. Recurrent pattern — FIX-049 may have missed FIX-047.","Enabler","",""
"FIX-053","Fix","Fix INS-011 os._exit killing pytest process","Done","Developer Agent","Update tests/INS-011/test_ins011_applier.py to patch os._exit alongside sys.exit so _apply_windows() can be tested without killing the pytest process.","Full test suite runs to completion past INS-011 tests. pytest process not killed by os._exit(0).","BUG-080. BUG-087. Iteration 2: patch(os._exit) added to test_windows_path_with_spaces and test_windows_path_with_unicode in test_ins011_tester_edge_cases.py. 66/66 pass. Tester PASS 2026-03-20.","Enabler","",""
"FIX-054","Fix","Fix FIX-048 stale tests asserting removed cmd.exe wrapper","Done","Developer Agent","Update tests/FIX-048/test_fix048.py to mock read_python_path() and update subprocess arg assertions from cmd.exe-based to direct Python invocation. 12 tests currently fail.","All FIX-048 tests pass.","BUG-084. FIX-050 removed cmd.exe wrapper but FIX-048 tests were not updated.","Enabler","",""
"FIX-055","Fix","Fix Inno Setup PythonEmbedExists runtime check","Done","Developer Agent","Fix src/installer/windows/setup.iss: (1) Remove the Check: PythonEmbedExists from the python-embed [Files] entry — this is a runtime check that always fails on user machines because {src} at install time points to the user's download directory, not the source tree. Replace with compile-time skipifsourcedoesntexist flag so dev builds compile without python-embed while CI builds always extract the embedded files. (2) Add ArchitecturesInstallIn64BitMode=x64compatible to [Setup] section so {autopf} resolves to C:\Program Files\ instead of C:\Program Files (x86)\ on 64-bit and ARM64 Windows. (3) Remove the now-unused PythonEmbedExists() Pascal function from [Code] section.","After installation, python-embed\python.exe exists in the install directory. Install path is C:\Program Files\ on 64-bit Windows (not x86).","Root cause of persistent BUG-077/BUG-081. The Check: parameter runs at install-time not compile-time.","US-032","",""
"FIX-056","Fix","Deploy ts-python shim in macOS DMG build","Done","Developer Agent","Update src/installer/macos/build_dmg.sh to deploy the ts-python shim system after .app bundle creation: (1) Copy src/installer/shims/ts-python to the .app bundle at Contents/MacOS/shims/ts-python. (2) Add a post-install script or first-launch logic in the launcher that copies the shim to ~/.local/share/TurbulenceSolutions/bin/ts-python, writes python-path.txt with the bundled Python path, and appends the bin directory to the user's shell profile (~/.zshrc, ~/.bashrc). Use the existing write_python_path() and _find_bundled_python() functions in the launcher.","After macOS installation and first launch, running ts-python -c ""print('hello')"" from a terminal works.","Gap identified in shim system investigation — macOS shim file exists but is never deployed.","US-032","",""
"FIX-057","Fix","Deploy ts-python shim in Linux AppImage build","Done","Developer Agent","Update src/installer/linux/build_appimage.sh to deploy the ts-python shim system: (1) Include src/installer/shims/ts-python in the AppImage at usr/share/shims/ts-python. (2) Add first-launch logic in the launcher that copies the shim to ~/.local/share/TurbulenceSolutions/bin/ts-python, writes python-path.txt, and appends the bin directory to the user's shell profile (~/.bashrc, ~/.zshrc if they exist). Use the existing write_python_path() and _find_bundled_python() functions.","After Linux AppImage launch, running ts-python -c ""print('hello')"" from a terminal works.","Gap identified in shim system investigation — Linux shim file exists but is never deployed.","US-032","",""
"FIX-058","Fix","Bump version to 3.0.3","Done","Developer Agent","Update the version string from 3.0.2 to 3.0.3 in all 5 locations: (1) src/launcher/config.py VERSION constant, (2) pyproject.toml version field, (3) src/installer/windows/setup.iss MyAppVersion, (4) src/installer/macos/build_dmg.sh APP_VERSION, (5) src/installer/linux/build_appimage.sh APP_VERSION.","All version references consistently show 3.0.3.","Release for FIX-055, FIX-056, FIX-057 — bundled Python installation fix.","Enabler","",""
"MNT-001","Maintenance","2026-03-19 Maintenance Sweep","Done","Developer Agent","Full maintenance sweep addressing all findings from 2026-03-19 maintenance log.","All hygiene, documentation, rules, and tracking issues from maintenance log resolved.","Addresses Checks 1-10 from maintenance log.","Enabler","",""
"FIX-059","FIX","Validator case-sensitivity + CSV normalization","Done","Developer Agent","Fix case-sensitive Status comparison in validate_workspace.py and normalize legacy PASS/FAIL entries in test-results.csv to correct column alignment","Validator recognizes Pass/PASS/pass; all legacy CSV entries have correct column structure","Root cause: _check_tst_coverage uses == Pass (case-sensitive); 14 legacy entries have misaligned columns","Enabler","",""
"FIX-060","FIX","Legacy artifact cleanup","Done","Developer Agent","Create all missing test dirs, test files, dev-logs, test-reports; delete tmp_ files; run tests for all WPs lacking TST entries","validate_workspace.py --full returns 0 errors","Phase A: parallel filesystem ops; Phase B: sequential test runs; Phase C: verify + commit","Enabler","FIX-059",""
"FIX-061","FIX","Bump version to 3.1.0","Done","Developer Agent","Update the version string from 3.0.3 to 3.1.0 in all 5 locations: (1) src/launcher/config.py VERSION constant, (2) pyproject.toml version field, (3) src/installer/windows/setup.iss MyAppVersion, (4) src/installer/macos/build_dmg.sh APP_VERSION, (5) src/installer/linux/build_appimage.sh APP_VERSION.","All version references consistently show 3.1.0.","","Enabler","",""
"FIX-062","FIX","Fix macOS codesign TS-Logo.png failure","Done","Developer Agent","In build_dmg.sh, after copying PyInstaller onedir output into Contents/MacOS/, relocate non-code resource files (TS-Logo.png, TS-Logo.ico, and any other non-executable data files) from Contents/MacOS/_internal/ to Contents/Resources/. Create symlinks in _internal/ pointing back to Resources/ so the app still finds them via sys._MEIPASS. This fixes the codesign failure where non-code files in Contents/MacOS/ are rejected as unsigned subcomponents. BUG-088.","macOS CI build completes code signing successfully; DMG is produced with working app bundle.","","Enabler","",""
"FIX-063","FIX","Move _internal/ to Contents/Resources/ with symlink for codesign","Done","Developer Agent","Restructure build_dmg.sh so that the entire _internal/ directory lives in Contents/Resources/_internal/ instead of Contents/MacOS/_internal/. Replace Contents/MacOS/_internal with a symlink to ../Resources/_internal. This ensures Contents/MacOS/ only contains the launcher executable — codesign does not traverse symlinks, so no non-code file in _internal/ can trigger 'code object is not signed at all'. Update the signing steps to sign .dylib/.so and Python.framework at their new paths under Contents/Resources/_internal/. Remove the FIX-062 per-file relocation loop (Step 3.2) since the entire directory is now in Resources/. BUG-089.","macOS CI codesign succeeds with zero non-code subcomponent errors; DMG produced; app launches correctly via symlinked _internal/.","","Enabler","",""
"FIX-064","FIX","Fix FIX-050 hardcoded version tests","Done","Developer Agent","Replace 5 hardcoded version assertions in tests/FIX-050/test_fix050.py with dynamic version sourcing from tests/shared/version_utils.py CURRENT_VERSION. Same recurrent pattern as BUG-071 and BUG-079.","All 5 FIX-050 version tests pass after any version bump by comparing against CURRENT_VERSION dynamically.","Addresses BUG-086. Tester PASS 2026-03-24: 31/31 FIX-050 tests + 9 Tester edge-case tests pass; no hardcoded version strings remain; pattern consistent with FIX-058/061/070.","Enabler","",""
"FIX-065","FIX","CSV strict parsing and write-time integrity","Done","Developer Agent","Three changes to scripts/csv_utils.py: (1) Make read_csv() strict by default - raise ValueError when overflow columns detected instead of silently merging. Add strict=True parameter. (2) Make write_csv() write to a temp file first, re-read and verify row count and no overflow, then atomic-rename over target. (3) Add field-level sanitization before writing - reject values with raw unescaped newlines. Add _check_csv_structural() to validate_workspace.py that verifies all 4 CSVs parse cleanly in strict mode with correct row counts and valid enum values for Status fields.","read_csv(strict=True) raises ValueError on overflow rows. write_csv() uses atomic write-verify-rename. validate_workspace.py --full catches malformed CSV rows. All existing tests pass.","Phase B1 - addresses recurring CSV corruption pattern from maintenance logs.","Enabler","",""
"FIX-066","FIX","Bug lifecycle automation in finalization","Done","Developer Agent","Three changes: (1) Enhance _cascade_bug_status() in finalize_wp.py to also scan dev-log.md and test-report.md for BUG-NNN references. If discovered bugs are Open but not linked via Fixed In WP, auto-set the field and close them with logging. (2) Add pre-finalization bug linkage validation to validate_workspace.py --wp: scan dev-log/test-report for bug refs, warn if any referenced bugs lack Fixed In WP. (3) Add bug status enum validation to validate_workspace.py: flag non-standard statuses outside Open/In Progress/Fixed/Verified/Closed.","finalize_wp.py auto-closes bugs referenced in dev-log/test-report. validate_workspace.py --wp warns about unlinked bugs. validate_workspace.py --full catches invalid bug statuses.","Phase B2 - addresses recurring unclosed-bugs-after-finalization pattern.","Enabler","",""
"FIX-067","FIX","Codify bug-closure and TST-ID rules","Done","Developer Agent","Three rule updates: (1) Add to bug-tracking-rules.md: When a WP is finalized, all bugs referenced in dev-log.md or test-report.md must have Status=Closed and Fixed In WP populated. (2) Add to agent-workflow.md Developer Pre-Handoff Checklist: Verify all referenced bugs have Fixed In WP set. (3) Add to testing-protocol.md: Never manually add rows to test-results.csv. Always use scripts/add_test_result.py or scripts/run_tests.py. Run scripts/dedup_test_ids.py --dry-run as part of pre-commit validation.","bug-tracking-rules.md has bug-closure-at-finalization rule. agent-workflow.md checklist includes bug linkage step. testing-protocol.md has TST-ID uniqueness enforcement rule.","Phase B2/B3 - codifies missing rules identified across 4 maintenance cycles.","Enabler","",""
"FIX-068","FIX","Finalization cleanup verification","Done","Developer Agent","Two changes to finalize_wp.py: (1) After branch deletion step, verify the branch no longer exists locally (git branch --list) or remotely (git branch -r --list). If still present, retry deletion once then log warning. (2) After all 10 steps complete successfully, delete .finalization-state.json as final cleanup step. Add post-finalization audit checks to validate_workspace.py --full: check for orphaned .finalization-state.json files in WP folders and stale merged branches.","finalize_wp.py verifies branch deletion succeeded. .finalization-state.json is cleaned up after successful finalization. validate_workspace.py --full detects orphaned state files and stale branches.","Phase B4 - addresses orphaned state files and undeleted branches.","Enabler","",""
"MNT-002","MNT","Validation exception registry and action tracker","Done","Developer Agent","Two new mechanisms: (1) Create docs/workpackages/validation-exceptions.json - a JSON registry of known validation exceptions. Schema: map of WP-ID to skip_checks array and reason string. Update validate_workspace.py to read this file and suppress flagged checks for listed WPs. Add INS-008 and MNT-001 as initial entries. (2) Create docs/maintenance/action-tracker.json - a JSON file tracking all proposed actions from maintenance logs and their resolution status. Schema: array of objects with action_id, source_log, description, status (Open/Done/Rejected), resolved_by. Add step 0 to maintenance-protocol.md: review action-tracker.json at start of each cycle.","validate_workspace.py reads validation-exceptions.json and suppresses known-OK items. action-tracker.json exists with schema. maintenance-protocol.md references action tracker.","Phase B5 - eliminates recurring false positives and enables cross-cycle action tracking.","Enabler","",""
"FIX-069","FIX","Fix zone_classifier import for embedded Python","Done","Developer Agent","Add sys.path.insert(0, str(Path(__file__).resolve().parent)) to security_gate.py before the import zone_classifier line. The Python embeddable distribution (used by ts-python shim) ships with a ._pth file that restricts sys.path and does NOT automatically add the script directory. This one-line fix ensures zone_classifier is always importable regardless of how security_gate.py is invoked. Apply in templates/coding/.github/hooks/scripts/security_gate.py. Run update_hashes.py after the change. Write tests.","import zone_classifier succeeds when security_gate.py is invoked via ts-python embedded Python. BUG-092 resolved.","","US-018","",""
"FIX-070","FIX","Bump version to 3.1.2","Done","Developer Agent","Update the version string from 3.1.1 to 3.1.2 in all 5 locations: (1) src/launcher/config.py VERSION constant, (2) pyproject.toml version field, (3) src/installer/windows/setup.iss MyAppVersion, (4) src/installer/macos/build_dmg.sh APP_VERSION, (5) src/installer/linux/build_appimage.sh APP_VERSION.","All version references consistently show 3.1.2.","","Enabler","",""
"DOC-007","DOC","Create AGENT-RULES.md template","Done","Developer Agent","Create templates/coding/Project/AGENT-RULES.md with all required content: allowed zone (project folder), denied zones (.github/, .vscode/, NoAgentZone/), complete tool permission matrix, terminal rules with examples, git rules, session-scoped denial counter explanation, known workarounds table. Use {{PROJECT_NAME}} placeholders where appropriate.","AGENT-RULES.md exists in templates/coding/Project/ with all 7 required sections documented in US-033 ACs 2-7.","v3.2 Phase 1. Primary deliverable for agent onboarding.","US-033","",""
"DOC-008","DOC","Add read-first directive to copilot-instructions","Done","Developer Agent","Update templates/coding/.github/instructions/copilot-instructions.md to add a first-action directive: Before any work, read {{PROJECT_NAME}}/AGENT-RULES.md for your complete permissions and rules. This ensures agents are guided to read the rule book as their first action in every session.","copilot-instructions.md contains a first-action directive pointing agents to AGENT-RULES.md. AC 8 of US-033 is satisfied.","v3.2 Phase 1. Depends on DOC-007 (AGENT-RULES.md must exist first).","US-033","DOC-007",""
"DOC-009","DOC","Add AGENT-RULES.md to placeholder replacement","Done","Developer Agent","Update src/launcher/core/project_creator.py replace_template_placeholders() to include AGENT-RULES.md in the list of files scanned for placeholder tokens ({{PROJECT_NAME}}, {{WORKSPACE_NAME}}). Verify that after project creation, AGENT-RULES.md contains the actual project name instead of placeholders.","AGENT-RULES.md in created workspaces has placeholders replaced with actual project name. AC 9 of US-033 verified.","v3.2 Phase 1. Depends on DOC-007.","US-033","DOC-007",""
"DOC-010","DOC","Research VS Code PreToolUse session ID","Done","Developer Agent","Research whether the VS Code PreToolUse/PreChatParticipant hook input JSON payload includes a session or conversation ID that can uniquely distinguish chat sessions. Investigate: (1) Read VS Code hook API documentation and source code, (2) Examine the actual JSON payload structure sent to hooks, (3) If session ID exists, document its field name and format, (4) If no session ID exists, propose alternative session-tracking strategies (timestamp-based windows, agent-reported ID, hash of first message, etc.), (5) Evaluate each alternative for reliability and security. Produce a research report in docs/workpackages/DOC-010/dev-log.md with findings, code examples, and a recommended approach.","A research report documenting whether VS Code PreToolUse provides session IDs, with concrete evidence and a recommended session-tracking strategy for the denial counter.","v3.2 Phase 2. RESEARCH WP — critical blocker for SAF-035. Must be completed before counter implementation.","US-034","",""
"SAF-035","SAF","Implement session-scoped denial counter","Done","Developer Agent","Add session-scoped denial counter to security_gate.py: (1) Create/manage .hook_state.json state file in .github/hooks/scripts/ storing {session_id: {deny_count, locked, timestamp}} per session, (2) On each DENY decision, increment counter for active session, (3) Include 'Block N of M' in permissionDecisionReason where M is the configured threshold, (4) At M denials, set session locked=true and deny ALL subsequent tool calls, (5) Lockout message: 'Session locked — M denied actions reached. Start a new chat session to continue working.', (6) New session IDs start at count 0, (7) Returning to locked session stays locked. SESSION ID METHOD: Use VS Code OTel JSONL export. Add 3 settings to templates/coding/.vscode/settings.json: github.copilot.chat.otel.enabled=true, github.copilot.chat.otel.exporterType=file, github.copilot.chat.otel.outfile pointing to .github/hooks/scripts/copilot-otel.jsonl. Parse the JSONL file to extract session.id (resource attribute) or gen_ai.conversation.id (span attribute). Fallback: if JSONL file missing or empty, generate a UUID4-based session ID with timestamp (graceful degradation). See docs/plans/vscode-session-id-methoden.md for full reference.","Security gate tracks denials per session, shows progressive Block N of M messaging, and locks sessions at the configured threshold. All 7 ACs of US-034 (1-7) are satisfied.","v3.2 Phase 2. Core counter implementation. Depends on DOC-010 for session ID strategy. SESSION ID: OTel JSONL method (Method 1 from vscode-session-id-methoden.md).","US-034","DOC-010",""
"SAF-036","SAF","Add counter configuration support","Done","Developer Agent","Add configuration support for the denial counter: (1) Read lockout threshold (default 20) and enabled/disabled flag from a workspace configuration source (settings.json custom section or dedicated config file in .github/hooks/scripts/), (2) When counter is disabled via config flag, security gate skips all counter logic and never locks sessions, (3) When enabled, use the configured threshold M instead of hardcoded 20, (4) Ensure integrity hash is updated after config changes. The launcher GUI (GUI-019) will write these config values during project creation.","Counter threshold is configurable via workspace config file. Counter can be disabled entirely via config flag. ACs 9-10 of US-034 satisfied.","v3.2 Phase 2. Depends on SAF-035 (counter must exist before it can be configured).","US-034","SAF-035",""
"SAF-037","SAF","Create reset_hook_counter.py script","Done","Developer Agent","Create .github/hooks/scripts/reset_hook_counter.py in the template (templates/coding/.github/hooks/scripts/). The script: (1) Reads .hook_state.json, (2) Clears all session counters (or a specific session if --session-id is provided), (3) Writes the cleaned state back, (4) Prints confirmation of how many sessions were reset. Also callable programmatically from the launcher GUI. Must handle missing/corrupt state file gracefully.","reset_hook_counter.py exists in the template, clears session counters when executed, and handles edge cases. GUI-021 will integrate this script.","v3.2 Phase 2. Depends on SAF-035 (state file format must be defined first).","US-034","SAF-035",""
"SAF-038","SAF","Allow memory and create_directory in project","Done","Developer Agent","Update security_gate.py to allow memory and create_directory tools when scoped to the project folder: (1) Add memory to _EXEMPT_TOOLS, extract its target path, zone-check via zone_classifier — allow if inside project folder, deny otherwise, (2) Add create_directory to _EXEMPT_TOOLS, extract its target path, zone-check — allow inside project, deny outside, (3) Write tests for both tools: allowed in project, denied outside. Apply changes in templates/coding/. Run update_hashes.py after.","memory tool works inside project folder and is denied outside. create_directory works inside project folder and is denied outside. ACs 1-2, 5-6 of US-035 satisfied.","v3.2 Phase 3.","US-035","",""
"SAF-039","SAF","Allow LSP tools scoped to project folder","Done","Developer Agent","Update security_gate.py to allow vscode_listCodeUsages and vscode_renameSymbol when targeting project folder files: (1) Add vscode_listCodeUsages to _EXEMPT_TOOLS, extract target file path, zone-check — allow in project, deny outside, (2) Add vscode_renameSymbol to _EXEMPT_TOOLS, extract target file path, zone-check — allow in project, deny outside. Note: vscode_renameSymbol is a write-like operation — ensure it only touches project files, (3) Write tests for both tools. Apply changes in templates/coding/. Run update_hashes.py after.","vscode_listCodeUsages and vscode_renameSymbol work for project folder files and are denied for files outside. ACs 3-4, 7-8 of US-035 satisfied.","v3.2 Phase 3.","US-035","",""
"SAF-040","SAF","Add read-only commands to terminal allowlist","Done","Developer Agent","Add the following read-only commands to the terminal allowlist in security_gate.py with path_args_restricted=True: more, less, diff, fc, comp, sort, uniq, awk, sed (read mode). All must be zone-checked — allowed when targeting project folder, denied outside. Write tests covering: each command allowed in project, denied outside, with path arguments, piped usage.","Read-only commands (more, less, diff, fc, comp, sort, uniq, awk, sed) work inside project folder and are denied outside. AC 1 of US-036 satisfied.","v3.2 Phase 3. Category G expansion.","US-036","",""
"SAF-041","SAF","Add shell utility commands to terminal allowlist","Done","Developer Agent","Add shell utility commands to the terminal allowlist in security_gate.py with path_args_restricted=True: (1) touch — create files inside project folder, (2) chmod — change permissions on non-Windows platforms, project folder only, (3) ln — create symbolic links only when both source and target are inside the project folder, must not create links that bridge into restricted zones. Write tests for each command: allowed in project, denied outside, ln with cross-zone link attempt denied.","touch, chmod (non-Windows), and ln work inside project folder. ln cannot create links to restricted zones. ACs 2-4 of US-036 satisfied.","v3.2 Phase 3. Category J expansion.","US-036","",""
"SAF-042","SAF","Verify and expand git command allowlist","Done","Developer Agent","Audit and expand the git command allowlist in security_gate.py: (1) Verify all documented git operations are on the allowlist: status, log, diff, branch, add, commit, fetch, pull, checkout, switch, stash, merge, rebase, tag, remote, show, blame, (2) Add any missing git subcommands from this list, (3) Verify destructive git operations remain blocked: push --force, reset --hard, filter-branch, gc --force, clean -f, (4) Write regression tests for each allowed and blocked git operation.","All 17 documented git operations are explicitly allowed. All 5 destructive git operations remain blocked. ACs 5-6 of US-036 satisfied. Tester PASS 2026-03-24: 69 tests (45 dev + 24 tester edge-case); 437 SAF regression pass; BUG-099 (low) logged.","v3.2 Phase 3. Category E audit and expansion.","US-036","",""
