ID,Title,Status,Severity,Reported By,Description,Steps to Reproduce,Expected Behaviour,Actual Behaviour,Fixed In WP,Comments
BUG-082,FIX-050 broke INS-019 test_windows_shim_python_path_is_quoted,Closed,Low,Tester Agent,"FIX-050 rewrote ts-python.cmd to use !PYTHON_PATH! (delayed expansion) throughout. tests/INS-019/test_ins019_edge_cases.py::test_windows_shim_python_path_is_quoted asserts '\""%PYTHON_PATH%\' in content — this was the correct assertion before FIX-050 but is now stale. The underlying requirement (path is double-quoted) is still met by '\""!PYTHON_PATH!\""' but the test literal needs updating.""",Run: python -m pytest tests/INS-019/test_ins019_edge_cases.py::test_windows_shim_python_path_is_quoted. Test fails with AssertionError: Windows shim must invoke Python path with double quotes.,"Test passes after updating assertion to check for '""""!PYTHON_PATH!""""' instead of '""""%"" ""PYTHON_PATH%""""'.",test fails because it hardcodes the old %PYTHON_PATH% syntax.,FIX-050,"Discovered by Tester Agent during FIX-050 review 2026-03-19. Fix: update tests/INS-019/test_ins019_edge_cases.py line ~95 to assert '""!PYTHON_PATH!""' in content."
BUG-083,FIX-050 introduced 13+ new SAF-034 failures via read_python_path() first step,Closed,High,Tester Agent,FIX-050 rewrote verify_ts_python() to call read_python_path() as its FIRST step. SAF-034 tests were written for the old shim-first interface and mock shutil.which + subprocess.run but NOT read_python_path(). With the new implementation read_python_path() returns None (no mock) so verify_ts_python() returns (False 'Python path configuration not found.') before reaching the subprocess step. SAF-034 failures increased from 6 (BUG-078 baseline from FIX-048) to 19 after FIX-050.,Run: python -m pytest tests/SAF-034/ --tb=short. 19 tests fail vs 6 pre-existing (BUG-078). Newly failing tests include test_verify_ts_python_success_unix / test_verify_ts_python_nonzero_exit / test_verify_ts_python_timeout / test_verify_ts_python_os_error / test_verify_ts_python_unix_uses_which and others.,SAF-034 has at most 6 failures (BUG-078 pre-existing). All new tests mock read_python_path() and python_path.exists() correctly.,19 SAF-034 tests fail (13 newly introduced by FIX-050 plus 6 pre-existing from BUG-078).,,Discovered by Tester Agent during FIX-050 review 2026-03-19. Fix: add patch.object(sc 'read_python_path' return_value=fake_python) to each newly-failing SAF-034 test. fake_python must be created (not just referenced) so python_path.exists() returns True.
BUG-084,FIX-048 test suite has 12 stale tests asserting removed cmd.exe wrapper behavior,Closed,Medium,Tester Agent,"FIX-050 removed the cmd.exe /c wrapper from verify_ts_python() entirely. The 12 failing tests in tests/FIX-048/test_fix048.py assert the old cmd.exe-based invocation (args[0]==""cmd.exe"") and do not mock read_python_path(). With the new implementation read_python_path() returns None (no mock) so verify_ts_python() exits early before reaching subprocess. Pattern is identical to the SAF-034 regression fixed in FIX-050 Iteration 2 but the FIX-048 test suite was not updated.",Run: python -m pytest tests/FIX-048/ --tb=short. 12 tests fail with assert False is True or NoneType not subscriptable.,FIX-048 tests updated to mock read_python_path() and test the new direct-Python behavior. All 21 FIX-048 tests pass.,12 tests fail because they encode removed cmd.exe wrapper assumptions and lack read_python_path() mock.,FIX-054,Discovered by Tester Agent during FIX-050 Iteration 2 review 2026-03-19. Failures pre-date Iteration 2 (present since initial FIX-050 commit 2cde6c3). Fix: update tests/FIX-048/test_fix048.py — add read_python_path() mock and update subprocess arg assertions from [cmd.exe /c shim ...] to [python_path -c ...].
BUG-085,FIX-055 re-introduces ArchitecturesAllowed into setup.iss breaking FIX-012 and INS-005 regression guards,Closed,High,Tester Agent,FIX-055 adds ArchitecturesInstallIn64BitMode=x64compatible and ArchitecturesAllowed=x64compatible to [Setup] in setup.iss. FIX-012 was created specifically to fix BUG-041 (CI Inno Setup compilation failure from ArchitecturesAllowed) and added regression tests asserting these directives must be absent. FIX-055 violates those guards without updating the stale tests in FIX-012 and INS-005. Additionally INS-018 and INS-021 have regression tests that assert PythonEmbedExists must exist — also violated by FIX-055 without update.,Run full test suite after FIX-055 is applied: python -m pytest tests/FIX-012 tests/INS-005 tests/INS-018 tests/INS-021 — 6 tests fail.,FIX-012 and INS-005 tests updated to reflect that the new Inno Setup 6 directives (ArchitecturesInstallIn64BitMode / ArchitecturesAllowed) are now confirmed to be supported by CI. INS-018 and INS-021 tests updated to assert PythonEmbedExists is absent.,6 test regressions: FIX-012 x2 + INS-005 x1 + INS-018 x2 + INS-021 x1.,FIX-055,Discovered by Tester Agent during FIX-055 review 2026-03-19. Developer must update stale tests in FIX-012 INS-005 INS-018 and INS-021 before FIX-055 can be approved.
BUG-086,FIX-050 version tests hardcode 3.0.2 — fails after version bump to 3.0.3,Closed,Medium,Tester Agent,"tests/FIX-050/test_fix050.py contains 5 tests that assert the hardcoded version string 3.0.2 against all canonical version files (config.py, pyproject.toml, setup.iss, build_dmg.sh, build_appimage.sh). After the version was bumped to 3.0.3 by a subsequent WP, these 5 tests now fail every run. This is the same recurrent hardcoded-version pattern documented in BUG-071, BUG-079. test_config_py_version asserts CURRENT_VERSION == '3.0.2', test_pyproject_toml_version asserts version = '3.0.2', etc.","Run: python -m pytest tests/FIX-050/ --tb=short. Observe 5 failures: test_config_py_version, test_pyproject_toml_version, test_setup_iss_version, test_build_dmg_sh_version, test_build_appimage_sh_version.",FIX-050 version tests pass after any version bump by using CURRENT_VERSION from version_utils dynamically.,5 tests fail: expected '3.0.2' but current version is '3.0.3'.,FIX-064,Discovered during FIX-052 review 2026-03-20. Fix: replace the 5 hardcoded version tests in tests/FIX-050/test_fix050.py with dynamic versions using CURRENT_VERSION from tests/shared/version_utils.py. Pattern: import version_utils.CURRENT_VERSION and compare against that. Fixed by FIX-064 2026-03-24.
BUG-087,FIX-053 incomplete: two tests in test_ins011_tester_edge_cases.py missing os._exit mock,Closed,High,Tester Agent,"FIX-053 patched os._exit in test_ins011_applier.py::TestNoShellTrue.test_windows_subprocess_no_shell_true but missed two identical defects in test_ins011_tester_edge_cases.py::TestPathEdgeCases. Both test_windows_path_with_spaces (line 109) and test_windows_path_with_unicode (line 131) call _apply_windows() with only patch('launcher.core.applier.sys.exit') active. Since _apply_windows() calls os._exit(0) (not sys.exit), the real os._exit fires and kills the pytest process at test 47/66.",1. Run: .venv/Scripts/python -m pytest tests/INS-011/ -v. 2. Observe pytest is killed at TestPathEdgeCases.test_windows_path_with_spaces (test 47/66). 3. Tests 47-66 never run.,All 66 tests in tests/INS-011/ complete. pytest survives to the end of the suite.,pytest process is killed by os._exit(0) at test 47/66. test_windows_path_with_spaces and test_windows_path_with_unicode in test_ins011_tester_edge_cases.py both lack patch('launcher.core.applier.os._exit').,FIX-053,Closed 2026-03-20. Fixed in FIX-053 Iteration 2: patch(launcher.core.applier.os._exit) added to both test_windows_path_with_spaces and test_windows_path_with_unicode. All 66 INS-011 tests pass.
BUG-088,macOS codesign fails on TS-Logo.png non-code subcomponent in Contents/MacOS/_internal/,Closed,High,Human,macOS CI build fails during ad-hoc code signing. codesign --options runtime encounters TS-Logo.png (a non-code PNG file) inside Contents/MacOS/_internal/ and rejects it as an unsigned subcomponent. Error: 'code object is not signed at all / In subcomponent: .../TS-Logo.png'. Root cause: build_dmg.sh copies all PyInstaller onedir output (including data files like TS-Logo.png and TS-Logo.ico) into Contents/MacOS/. macOS code signing expects only executable code in Contents/MacOS/; non-code resources belong in Contents/Resources/.,1. Push a version tag to trigger CI. 2. Observe macos-arm-build job fails at code signing step. 3. Error message: 'code object is not signed at all / In subcomponent: TS-Logo.png'.,Code signing succeeds; DMG is produced.,codesign fails with exit code 1 due to TS-Logo.png being treated as an unsigned code subcomponent.,FIX-062,
BUG-089,"macOS codesign fails on any non-code file in Contents/MacOS/_internal/ (customtkinter .ico, etc.)",Closed,High,Human,"FIX-062 relocated TS-Logo.png/ico but the same codesign failure recurs for other non-code files deeper in _internal/, e.g. customtkinter/assets/icons/CustomTkinter_icon_Windows.ico. The root cause is structural: ALL of _internal/ lives inside Contents/MacOS/, so codesign treats every file as a code subcomponent. Targeting individual files is whack-a-mole. The correct fix is to move the entire _internal/ directory to Contents/Resources/_internal/ and replace Contents/MacOS/_internal with a symlink. macOS codesign does NOT traverse symlinks—it records them as symlinks in CodeResources. This means Contents/MacOS/ only contains the launcher executable, and no non-code file can trigger the error.",1. Push v3.1.0 tag. 2. macos-arm-build job fails at code signing step. 3. Error: code object is not signed at all / In subcomponent: customtkinter/assets/icons/CustomTkinter_icon_Windows.ico,Code signing succeeds; DMG is produced.,codesign fails with exit code 1 due to non-code .ico file in _internal/ treated as unsigned subcomponent.,FIX-063,
BUG-090,FIX-063 removes Step 3.2 but does not update tests/FIX-062 test suite,Closed,High,Tester Agent,"FIX-063 intentionally removes Step 3.2 (the per-file TS-Logo.png/ico relocation loop introduced by FIX-062) because the entire _internal/ directory is now moved to Contents/Resources/. However, the developer did not update tests/FIX-062/test_fix062_resource_relocation.py. 16 tests in that file now FAIL because they assert Step 3.2 is present (checking for the header comment, the for-loop, mv/ln-s patterns, step ordering, synlink depth, etc.). The FIX-063 implementation is architecturally correct, but the test suite is not kept in sync.",1. Check out FIX-063/relocate-internal-to-resources branch. 2. Run: .venv/Scripts/python -m pytest tests/FIX-062/ -v. 3. Observe 16 failures in test_fix062_resource_relocation.py.,"tests/FIX-062/test_fix062_resource_relocation.py updated to reflect that Step 3.2 is intentionally absent: the 16 Step-3.2-presence tests replaced with Step-3.2-ABSENCE assertions, symlink depth updated from 2 to 1, TS-Logo assertions removed.",16 tests fail asserting Step 3.2 presence. Suite result: 6 passed / 16 failed.,FIX-063,Discovered during FIX-063 Tester review 2026-03-20 (Iteration 1). FIX-028 and FIX-031 failures also apparent but confirmed pre-existing (same multi-line command structure failed on HEAD~1).
BUG-091,action-tracker.json: Open actions have non-empty resolved_by (schema contract violation),Closed,Low,Tester Agent (MNT-002 review),"The _schema key in action-tracker.json says resolved_by should be 'empty if Open'. However, 5 actions (ACT-006, ACT-007, ACT-009, ACT-010, ACT-011) have status=Open but non-empty resolved_by values pointing to planned WP-IDs.",1. Read docs/maintenance/action-tracker.json. 2. Look at actions with status=Open. 3. Check resolved_by field values.,Open actions have empty string for resolved_by per schema documentation.,"ACT-006/007/009/010/011 are Open but have resolved_by='FIX-067', 'FIX-065', 'FIX-066', 'FIX-068' respectively.",,"Fix: Either (a) add a 'planned_wp' field to the schema for tracking planned resolution, and clear resolved_by for Open items; OR (b) update the _schema description to 'empty if unassigned'."
BUG-092,security_gate.py fails to import zone_classifier with embedded Python,Closed,Critical,User,"When ts-python (embedded Python distribution) invokes security_gate.py, the import zone_classifier on line 18 fails with ModuleNotFoundError. The Python embeddable distribution ships with a ._pth file that restricts sys.path and does NOT automatically add the script directory. This means the security gate is completely non-functional in v3.1.1 — no script execution at all.",1. Install v3.1.1 launcher  2. Create a workspace  3. Open workspace in VS Code  4. Trigger any agent tool use  5. Observe security_gate.py crashes with ModuleNotFoundError,security_gate.py imports zone_classifier and processes the tool request,"ModuleNotFoundError: No module named zone_classifier — security gate crashes, no protection",FIX-069,
BUG-093,DOC-008 breaks DOC-003 placeholder count tests (regression),Closed,High,Tester Agent,"DOC-008 adds a second {{PROJECT_NAME}} in the directive line, violating DOC-003 exactly-one assertion",1. Checkout DOC-008 branch 2. Run tests/DOC-003/test_doc003_edge_cases.py,{{PROJECT_NAME}} appears exactly once; test passes,{{PROJECT_NAME}} appears twice (directive + workspace rules); 3 DOC-003 tests fail,DOC-008,
BUG-094,SAF-035 counter causes SAF-024 test regressions,Closed,High,Tester Agent,SAF-035 denial counter modifies deny message format in main(). Tests calling main() without mocking counter get Block N/M prefix or Session locked message instead of exact generic deny message.,1. Run pytest tests/SAF-024/ 2. tests that assert reason == _GENERIC_MESSAGE fail,Deny message equals _GENERIC_MESSAGE exactly,Deny message is 'Block N of 20. Access denied...' or 'Session locked — 20 denied actions reached.',SAF-035,Developer must update SAF-024 tests to mock counter or check _GENERIC_MESSAGE is a substring
BUG-095,Counter writes .hook_state.json to template directory during tests,Closed,High,Tester Agent,"When tests import security_gate from templates/coding/ and call main(), the counter writes .hook_state.json to the template scripts directory. This pollutes the template, accumulates state across test runs, and makes SAF-024 tests non-deterministic (first 20 get Block N/M, rest get Session locked).","1. Delete templates/coding/.github/hooks/scripts/.hook_state.json, 2. Run pytest tests/SAF-024/, 3. Observe .hook_state.json created with deny_count accumulating",No files written to templates/ during testing,.hook_state.json with accumulated deny_count written to template directory,SAF-035,"SAF-024 and other tests that call main() need to mock _load_state, _save_state, _get_session_id. Consider conftest fixture."
BUG-096,reset_hook_counter: os.replace() PermissionError on Windows when concurrent threads write same state file,Closed,Low,Tester Agent,"On Windows, when multiple threads call reset_counters() concurrently and race to replace the same .hook_state.json file, os.replace() raises PermissionError(13) Access is denied. The script has no file-level mutex. This is documented in the dev-log Known Limitations. Normal single-threaded usage is unaffected.","1. Create a .hook_state.json with multiple sessions. 2. Call reset_counters() from 5+ concurrent threads simultaneously with the same state_path. 3. On Windows, observe PermissionError: [WinError 5] Access is denied.","All threads complete without exception, final state file is valid JSON.","On Windows, some threads raise PermissionError(13) when os.replace() collides with another thread writing to the same destination file.",SAF-037,xfail test added in tests/SAF-037/test_saf037_edge_cases.py::TestConcurrentResetAttempts::test_concurrent_resets_no_exception. No file-level lock is in scope for SAF-037; a future WP can add Windows-compatible locking (e.g. msvcrt.locking or atomicfilewrite).
BUG-097,SAF-039: percent-encoded path traversal bypasses zone check in LSP tool URIs,Closed,High,Tester Agent,"In _extract_lsp_file_path(), when the tool payload contains a file:// URI with percent-encoded path traversal sequences (e.g. %2E%2E for ..), the path is returned without decoding. zone_classifier.classify() receives the raw percent-encoded string (e.g. /workspace/project/%2E%2E/.github/config). posixpath.normpath does not resolve %2E%2E (only resolves literal ..) so the path appears to start with /workspace/project/ and is classified as 'allow'. VS Code resolves percent-encoding before executing the tool, so the actual file operation targets .github/config, bypassing the zone restriction. Affects both vscode_listCodeUsages and vscode_renameSymbol. vscode_renameSymbol is particularly critical as it is write-like.","1. Construct a vscode_listCodeUsages payload with uri='file:///workspace/project/%2E%2E/.github/hooks/scripts/security_gate.py'. 2. Call sg.validate_vscode_list_code_usages(data, '/workspace'). 3. Observe 'allow' is returned. 4. VS Code would decode %2E%2E to .. and resolve the path to /workspace/.github/hooks/scripts/security_gate.py.",validate_vscode_list_code_usages and validate_vscode_rename_symbol return 'deny' for any URI containing percent-encoded path traversal sequences that would resolve to a denied zone.,"_extract_lsp_file_path returns the raw URI path without decoding percent-encoding. posixpath.normpath leaves %2E%2E unresolved. Zone classifier sees /workspace/project/%2e%2e/.github/config, matches project/ prefix, and returns 'allow'. Bypass confirmed for .github/, .vscode/, and NoAgentZone/ targets.",SAF-039,Fix: call urllib.parse.unquote(path) on the extracted URI path before returning from _extract_lsp_file_path. This decodes %2E to . and %2F to / so that posixpath.normpath can then resolve the traversal and zone_classifier correctly denies it. Tester tests in tests/SAF-039/test_saf039_tester_edge_cases.py::TestPercentEncodedTraversalBypass (7 tests) all fail with current implementation.
BUG-098,fc /flag Windows-style slash flags misidentified as paths,Closed,Low,Tester Agent,"Windows fc command uses slash-prefixed flags (/L, /B, /N, /C etc.). The _is_path_like() function in security_gate.py matches any token containing '/' via _PATH_LIKE_RE. Tokens like /L and /B trigger the path-like detection and are zone-checked as absolute paths, resolving outside the project folder and causing deny.","1. Run sanitize_terminal_command('fc /L project/a.txt project/b.txt', ws_root). 2. Observe deny result. 3. /L is treated as absolute path /L, not as a Windows flag.",fc /L project/a.txt project/b.txt is allowed when both file arguments are inside the project folder.,fc /L project/a.txt project/b.txt is denied because /L is misidentified as an absolute path outside the project folder by _is_path_like().,SAF-040,Discovered during SAF-040 Tester review. Same issue would affect any Windows-style /flag argument for other commands. Workaround: use fc without /L or /B flags. Marked as xfail in tests/SAF-040/test_saf040_tester_edge_cases.py.
BUG-099,Misleading test name: test_git_push_force_with_lease_denied asserts allow,Closed,Low,Tester Agent,Test function named 'denied' asserts decision == 'allow'. Behavior is intentional but test name is misleading.,Read test_git_push_force_with_lease_denied in tests/SAF-042/test_saf042_git_allowlist.py,Test name accurately reflects the assertion,Test named 'denied' asserts allow — misleading for future maintainers,SAF-042,
BUG-100,user_settings.save_settings: os.replace() PermissionError on Windows under concurrent writes,Closed,Low,Tester Agent,"On Windows, when multiple threads call save_settings() (or set_setting()) concurrently targeting the same settings file, os.replace() raises PermissionError(13) Access is denied when two threads race to rename their temp files to the same destination. The module has no file-level mutex. Normal single-threaded usage is unaffected; the file is never left in a corrupt state (atomic write guarantees this).",1. Patch _settings_path() to a temp dir. 2. Launch 5 threads each calling set_setting() 20 times concurrently. 3. On Windows observe PermissionError(13) from os.replace().,All threads complete without exception; final settings file is valid JSON.,"On Windows, some threads raise PermissionError(13) when os.replace() collides with another thread renaming to the same target path. File on disk is never corrupted (atomic write ensures this).",INS-022,Known limitation documented in tester edge-case test test_concurrent_saves_file_stays_valid_json. Same root cause as BUG-096 (SAF-037). Future WP could add a threading.Lock or use msvcrt.locking for Windows-safe concurrent access.
BUG-101,DOC-010 test uses sliding git range HEAD~2..HEAD causing false failure after any src/ commit,Closed,Low,Tester Agent (GUI-019 review),"tests/DOC-010/test_doc010_tester_edge_cases.py::TestSourceCodeUnmodified::test_src_directory_not_modified_by_wp uses 'git diff --name-only HEAD~2 HEAD -- src/' to check if DOC-010 (research WP) modified src/. The relative HEAD~2..HEAD window means the test passes only when the 2 most-recent commits are unrelated to src/, then fails whenever any future WP commits src/ changes. It is not testing DOC-010 commits; it is testing arbitrary recent history.","1. Commit any legitimate feature WP that modifies src/. 2. Run tests/DOC-010/test_doc010_tester_edge_cases.py. 3. Test fails asserting DOC-010 modified src/, even though DOC-010 did not.","Test only checks commits from the DOC-010 branch, not recent history relative to current HEAD.",Test fails after GUI-019 commits src/launcher/gui/app.py changes even though DOC-010 never touched src/.,GUI-019,Surfaced during GUI-019 tester review. Fix: pin the git range to DOC-010's actual commit SHA or the merge-base of the DOC-010 branch.
BUG-102,file_search allows relative .git/ queries not in search.exclude,Open,Low,Tester Agent (SAF-043),"validate_file_search only name-checks .github, .vscode, noagentzone. Relative queries like **/.git/** or .git/config are allowed. VS Code search.exclude does not exclude .git/.",1. Invoke file_search with query '**/.git/**'. 2. Observe gate returns allow.,Gate denies .git/ queries; search.exclude prevents .git/ from appearing in results.,Gate allows relative .git/ queries. search.exclude has no .git/ entry.,,Absolute .git/ paths are correctly denied by zone_classifier default-deny. Low risk. SAF-032 blocks direct read_file access to .git/. Follow-on WP recommended. Deferred — Low severity. .git/ is already excluded by VS Code default settings. Will address if elevated.
BUG-103,validate_search_subagent allows percent-encoded zone names (%2egithub),Closed,Low,Tester Agent,validate_search_subagent uses raw literal string matching for deny-zone names. Percent-encoded variants such as %2egithub (for .github) or %2evscode (for .vscode) bypass the substring check because the literal string .github is absent from the encoded form. The validator returns allow for these queries. The underlying VS Code search.exclude configuration provides the real protection — the semantic index and search_subagent infrastructure do not surface .github or .vscode content regardless — but the gate-level check is incomplete.,"1. Construct a search_subagent query where the deny zone name is percent-encoded: %2egithub/hooks.py. 2. Call sg.validate_search_subagent({'query': '%2egithub/hooks.py'}, '/workspace'). 3. Observe return value is 'allow' instead of 'deny'.","validate_search_subagent returns deny for queries containing percent-encoded deny-zone names such as %2egithub, %2evscode, or noagentzone",validate_search_subagent returns allow because the literal string .github is not present in the raw percent-encoded query string,SAF-044,Discovered during SAF-044 Tester review. Low severity because VS Code search.exclude is the primary protection layer. Remediation could add URL-decode step before the deny-zone name check in a follow-up WP.
BUG-104,GUI-022: 8 pre-existing tests broken by new checkbox and window-height change,Closed,Medium,Tester Agent (GUI-022),"GUI-022 added a second CTkCheckBox ('Include README files') and changed _WINDOW_HEIGHT from 590 to 630, but did not update pre-existing tests in GUI-001, GUI-011, and GUI-012 that hard-coded those values. Result: 8 test regressions.",1. Checkout GUI-022/readme-toggle. 2. Run: .venv/Scripts/python -m pytest tests/GUI-001 tests/GUI-011 tests/GUI-012 -q. 3. Observe 8 failures.,All pre-existing tests still pass after GUI-022 changes.,"8 tests fail: test_open_in_vscode_checkbox_created, test_open_in_vscode_checkbox_text (GUI-001), test_checkbox_text_color, test_checkbox_fg_color (GUI-011), test_window_height_is_440, test_create_button_pady_at_least_10, test_checkbox_pady_at_least_10, test_create_button_sticky_ew (GUI-012).",GUI-022,Fixed in GUI-022 Iteration 2. Developer updated all 8 test assertions. Verified by Tester Agent 2026-03-25 — all 99 GUI-001/011/012/022 tests pass.
BUG-105,INS-023: PermissionError when deleting read-only README.md,Closed,Medium,Tester Agent,"project_creator.py create_project() uses os.unlink() to delete README.md files when include_readmes=False. The except clause only catches FileNotFoundError. On Windows, os.unlink() raises PermissionError (WinError 5) when the target file has a read-only attribute (mode 0o444). shutil.copytree() preserves the read-only attribute from the template, so a read-only README.md in the template produces a read-only README.md in the destination, which then crashes project creation.","1. Create a template with a README.md that has read-only permissions (chmod stat.S_IREAD). 2. Call create_project(template_path=..., destination=..., folder_name='X', include_readmes=False). 3. Observe PermissionError: [WinError 5] Access is denied.",project creation completes without error; all README.md files removed (or read-only file skipped gracefully without crash),"PermissionError: [WinError 5] Access is denied propagates uncaught from os.unlink(), crashing the entire create_project() call",INS-023,"Fix: on PermissionError, call os.chmod(path, stat.S_IWRITE) then retry os.unlink(path). Any remaining OSError is suppressed. Added import stat. Implemented in INS-023 iteration 2."
BUG-106,DOC-018 test_agents_dir_contains_only_readme stale after DOC-019 adds programmer.agent.md,Closed,Medium,Tester Agent,tests/DOC-018/test_doc018_tester_edge_cases.py::test_agents_dir_contains_only_readme asserts that the agents/ directory contains ONLY README.md. The test comment states no .agent.md files yet those are DOC-019..028. DOC-019 legitimately created programmer.agent.md making this phase-gate test permanently stale.,1. Run pytest tests/DOC-018/test_doc018_tester_edge_cases.py::test_agents_dir_contains_only_readme 2. Observe AssertionError: agents/ should only contain README.md at this stage; found: programmer.agent.md README.md,Test updated or removed to reflect current valid state of agents/ after DOC-019. Should no longer assert ONLY README.md is present.,AssertionError -- DOC-019 is blocked from PASS verdict because this test now fails.,DOC-019,Fixed in DOC-019 Iteration 2. Updated test to assert README.md is present instead of being the only file. Function renamed to test_agents_dir_contains_readme.
BUG-107,GUI dropdown shows coming-soon templates,Closed,Low,User,"After installing v3.2.0, the project type dropdown still shows 'Certification Pipeline ...coming soon' which cannot be used to create a project. Users should only see templates that are ready.",1. Launch the application 2. Click project type dropdown,Only ready templates shown (Agent Workbench),Shows 'Certification Pipeline ...coming soon' entry that cannot create a project,FIX-072,Fixed in FIX-072: _get_template_options() now filters out unready templates entirely.
BUG-108,Template agent files use wrong tool syntax and model,Closed,Medium,User,"All 10 agent files in templates/agent-workbench/.github/agents/ use individual tool names (read_file, create_file, etc.) instead of VS Code tool categories (read, edit, search, execute). They also use model: claude-sonnet-4-5 instead of the correct syntax model: ['Claude Opus 4.6 (copilot)']. The README example also shows the wrong syntax.",1. Open any .agent.md file in templates/agent-workbench/.github/agents/ 2. Check tools and model fields,"tools: [read, edit, search, execute] and model: ['Claude Opus 4.6 (copilot)']","tools: [read_file, create_file, ...] and model: claude-sonnet-4-5",FIX-073,Fixed in FIX-073: All 10 agent files updated to VS Code tool categories and correct model. README example also corrected.
BUG-109,Planner agent missing ask tool and plan.md capability,Closed,Low,User,The planner agent in templates/agent-workbench/.github/agents/planner.agent.md should have the ask tool to interact with users and the edit tool to create a plan.md file when the user wants a written plan. Currently it has no edit or ask tools.,1. Open planner.agent.md 2. Check tools list,"tools: [read, search, ask, edit] with plan.md creation described in body","tools: [read_file, file_search, grep_search, semantic_search] with no ask or edit capability",FIX-073,"Fixed in FIX-073: Planner now has [read, search, ask, edit] tools and body updated to describe ask clarification and plan.md creation."
BUG-110,FIX-007 test_window_height_assertion_matches_app uses stale height literal check,Closed,Low,Tester Agent,"FIX-007 test asserts that GUI-012 test file contains a height string literal ('520' or '590'), but GUI-012 test uses a dynamic comparison (height >= 400). Pre-existing failure on main, unrelated to FIX-073.",1. Run tests/FIX-007/test_fix007_mock_pattern.py::TestGUI012WindowHeight::test_window_height_assertion_matches_app,Test passes,AssertionError: GUI-012 spacing test does not contain a height assertion,FIX-073,
BUG-111,Workspace root access blocked despite AGENT-RULES allowing it,Fixed,Medium,Agent (Feedback Report v3.2.1),AGENT-RULES allows workspace root reads for config files. Security gate denies both read_file and list_dir on workspace root.,1. Start conversation 2. read_file on workspace root README.md 3. list_dir on workspace root 4. Both denied,read_file succeeds for workspace root config files; list_dir succeeds,Both operations denied by security gate,SAF-046,v3.2.1 Section 2.1
BUG-112,Terminal access completely blocked despite AGENT-RULES allowing scoped commands,Closed,High,Agent (Feedback Report v3.2.1),AGENT-RULES details permitted and blocked terminal commands. Security gate blanket-denies ALL run_in_terminal calls.,1. Start conversation 2. run_in_terminal Get-Location 3. Denied 4. git status also denied,Read-only and scoped terminal commands per AGENT-RULES are allowed,Every terminal command is denied regardless of content,SAF-047,"v3.2.1 Section 2.2. Fix verified by Tester Agent (SAF-047 review): Get-Location, gl, git status, git add, git log, .venv/Scripts/python all allowed. Developer left status as Open; closed by Tester after fix verification."
BUG-113,Memory tool blanket-blocked despite AGENT-RULES allowing session memory,Fixed,Medium,Agent (Feedback Report v3.2.1),AGENT-RULES says /memories/ and /memories/session/ are always readable and session writes allowed. Gate denies all memory operations.,1. Start conversation 2. memory view /memories/ 3. Denied 4. /memories/session/ also denied,Memory read operations succeed for /memories/ and /memories/session/,All memory operations denied,SAF-048,v3.2.1 Section 2.3
BUG-114,Search tool docs say no zone restriction but denied-zone targeting is blocked,Fixed,Low,Agent (Feedback Report v3.2.1),AGENT-RULES labels grep_search and file_search as no zone restriction. Searches with includePattern targeting denied zones are blocked.,1. grep_search includePattern NoAgentZone 2. Denied 3. file_search NoAgentZone 4. Denied 5. includeIgnoredFiles true 6. Denied,Documentation accurately describes actual behavior,No zone restriction label contradicts enforcement,SAF-049,v3.2.1 Section 2.4
BUG-115,grep_search surfaces workspace root content that read_file denies,Fixed,Medium,Agent (Feedback Report v3.2.1),Unfiltered grep_search returns matches from workspace root files that read_file blocks. Agent could reconstruct file contents.,1. Confirm read_file workspace root README.md denied 2. grep_search for term in README.md 3. Grep returns matching lines,Files inaccessible via read_file also excluded from grep_search,Content from workspace root README.md returned by grep despite read_file denial,SAF-050,v3.2.1 Section 3
BUG-116,Coding project type should be replaced by disabled Certification Pipeline,Closed,High,User (Feedback Report v3.2.1),Project Type dropdown shows Coding as a selectable option. Should be replaced by Certification Pipeline Coming Soon greyed out and non-selectable.,1. Open launcher 2. Click Project Type dropdown 3. Coding appears and is selectable,Coding does not appear. Certification Pipeline Coming Soon appears disabled. Only Agent Workbench selectable.,Coding option is present and selectable,FIX-074,v3.2.1 Section 10.1 — Closed by Tester Agent 2026-03-25 (FIX-074 PASS)
BUG-117,Launcher window title incorrect,Fixed,Medium,User (Feedback Report v3.2.1),Application window title shows Turbulence Solutions Launcher instead of TS - Safe Agent Environment,1. Open launcher 2. Observe window title bar,Title reads TS - Safe Agent Environment,Title reads Turbulence Solutions Launcher,FIX-075,v3.2.1 Section 10.2
BUG-118,Denial counter falls back to workspace-wide UUID instead of per-conversation,Closed,High,Agent (Feedback Report v3.2.1),_get_session_id() falls back to a UUID4 persisted in .hook_state.json. This UUID never changes between conversations so deny counter becomes workspace-wide.,1. Start conversation A trigger 5 denials counter shows 5/20 2. Close conversation 3. Start conversation B counter shows 5/20 not 0,Counter resets to 0 when new conversation starts,Counter persists across conversations due to reused fallback UUID,SAF-051,v3.2.1 Section 10.3 + 11.1
